res_of_id,res_of_lname,res_of_name,res_of_trip_id,res_payment
NULL,Case,Cobb,1,129.28
NULL,Maurice,Wright,1,111.94
NULL,Annabel,Santana,1,123.5
NULL,Kody,Waters,1,167
NULL,Arielle,Glenn,1,116.73
NULL,Cory,Caldwell,1,200.63
NULL,Craig,Hensley,1,160.79
NULL,Walker,Wood,1,217.48
NULL,Shyanne,Velasquez,1,182.07
NULL,Marisa,Cox,1,204.44
NULL,Randy,Boone,1,100.92
NULL,Bailee,Mercado,1,223.77
NULL,Myles,Drake,1,240.94
NULL,Quinn,Burgess,1,232.08
NULL,Brielle,Crane,1,75.57
NULL,Magdalena,Molina,1,232.43
NULL,Coleman,Ballard,1,152.57
NULL,Malcolm,Baker,1,88.51
NULL,Giana,Poole,1,205.38
NULL,Lorenzo,Willis,1,200.79
NULL,Shyla,Prince,1,66.38
NULL,Kirsten,Moran,1,171.54
NULL,Monica,Koch,1,104.79
NULL,Fatima,Kirk,1,106.96
NULL,Alanna,Barnes,1,118.97
NULL,Robert,Frederick,1,216.55
NULL,Osvaldo,Meyer,1,144.49
NULL,Cynthia,King,1,192.29
NULL,Bryce,Higgins,1,103.1
NULL,Hailee,Price,1,114.42
NULL,Cornelius,Williamson,1,228.53
NULL,Yandel,Davies,1,231.35
NULL,Gillian,Todd,1,195.78
NULL,Akira,Kane,1,104.11
NULL,Quentin,Cunningham,1,220.51
NULL,Grace,Deleon,1,178.34
NULL,Greyson,Bean,1,170.6
NULL,Frances,Huff,1,155.43
NULL,Clarence,Parker,1,172.57
NULL,Reilly,Cross,1,182.25
NULL,Cason,Mathews,1,184.99
NULL,Alina,Hill,1,142.14
NULL,Cade,Monroe,1,72.86
NULL,Rodney,Booker,1,129.92
NULL,Geovanni,Cortez,1,217.15
NULL,Mallory,Shelton,1,95.4
NULL,Yamilet,Duarte,1,198.12
NULL,Alani,Sexton,1,190.95
NULL,Elias,Fritz,1,210.08
NULL,Deandre,Jackson,1,104.87
NULL,Taylor,Warren,1,93.8
NULL,Asher,Goodman,1,173.66
NULL,Gracelyn,Greer,1,53.43
NULL,Mathias,Trevino,1,103.66
NULL,Nash,Nichols,1,161.12
NULL,Taniyah,Copeland,1,90.66
NULL,Annie,Little,1,105.8
NULL,Selah,Ellis,1,177.09
NULL,Skyler,Durham,1,113.73
NULL,Tiffany,French,1,110.79
NULL,Marisol,Waters,1,56.01
NULL,Markus,Garner,1,229.86
NULL,Gina,Underwood,1,187.33
NULL,Clinton,Buck,1,164.71
NULL,Sienna,Lynch,1,155.15
NULL,Reuben,Hernandez,1,232.77
NULL,Maribel,Frye,1,96.67
NULL,Kendall,Colton,1,141.8
NULL,Anton,Burton,1,123.22
NULL,Jewel,Carney,1,176.45
NULL,Owen,Randall,1,97.43
NULL,Dakota,Khan,1,240.09
NULL,Dereon,Roth,1,195.71
NULL,Layla,Atkins,1,195.22
NULL,Kianna,Terrell,1,178.57
NULL,Diego,Noble,1,80.62
NULL,Danielle,Drake,1,133.9
NULL,Donald,Park,1,185.73
NULL,Dominique,Ramos,1,198.14
NULL,Ethan,Downs,1,199.87
NULL,Mekhi,Spears,1,174.63
NULL,Isaac,Sheppard,1,172.38
NULL,Manuel,Whitney,1,223.67
NULL,Katelyn,Ramsey,1,243.03
NULL,Ibrahim,Boyd,1,112.31
NULL,Janae,Deleon,1,141.21
NULL,Kaylie,Cantrell,1,169.99
NULL,Tess,Price,1,192.14
NULL,Moses,Brandt,1,177.46
NULL,Kellen,Landry,1,129.58
NULL,Madalyn,Woodard,1,172.3
NULL,Emerson,Hodge,1,166.86
NULL,Amya,Berry,1,104.18
NULL,Ronin,Finley,1,112.38
NULL,Kennedy,Paul,1,244.2
NULL,Beau,Clark,1,123.03
NULL,America,Hicks,1,89.88
NULL,Milton,Perkins,1,190.59
NULL,Jonah,Romero,1,87.03
NULL,Kiley,Banks,1,74.44
NULL,Kelsey,Giles,1,168.95
NULL,Joseph,Dudley,1,211.2
NULL,Rodney,Booth,1,59.34
NULL,Kane,Gilbert,1,212.7
NULL,Mattie,Mendez,1,122.53
NULL,Michelle,Lee,1,144.95
NULL,Elias,Valentine,1,83.44
NULL,Sandra,Wheeler,1,209.07
NULL,Rose,Larsen,1,137.98
NULL,Essence,Werner,1,239.75
NULL,Lena,Braun,1,239.38
NULL,Camryn,Stephenson,1,190.22
NULL,Josh,Ballard,1,66.95
NULL,Rihanna,Dunlap,1,120.26
NULL,Sebastian,Bush,1,170.99
NULL,Antonio,Rose,1,222.03
NULL,Micaela,Graham,1,249.21
NULL,Damari,Fields,1,203.95
NULL,Zackery,Blackwell,1,172.95
NULL,Sawyer,Ramirez,1,122.85
NULL,Ella,Waters,1,236.4
NULL,Cloe,Crosby,1,229.51
NULL,Julius,Mcclain,1,186.49
NULL,Miles,Guerra,1,165.52
NULL,Eliana,Bates,1,185.52
NULL,Brenda,Nunez,1,132.33
NULL,Melvin,Hendrix,1,213.78
NULL,Lilah,Leach,1,148.44
NULL,Jared,Villanueva,1,199.89
NULL,Gianna,Huffman,1,239.63
NULL,Jazmin,Mcfarland,1,194.52
NULL,Tanner,Rodriguez,1,146.3
NULL,Jordan,Saunders,1,187.37
NULL,Titus,Newton,1,67.02
NULL,Ximena,Bates,1,83.04
NULL,Martin,Clayton,1,178.17
NULL,Jordyn,Nash,1,160.88
NULL,Dakota,Obrien,1,61.22
NULL,Annabel,Blanchard,1,115.25
NULL,Memphis,David,1,86.96
NULL,Maci,Bradshaw,1,132.4
NULL,Cailyn,Bryant,1,64.43
NULL,Emanuel,Cervantes,1,88.44
NULL,Genevieve,Chapman,1,219.97
NULL,Nataly,Patterson,1,106.28
NULL,Aurora,Hays,1,53.58
NULL,Lorenzo,Abbott,1,122
NULL,Stephen,Booth,1,126.36
NULL,Ellie,Ali,1,226.01
NULL,Glenn,Dennis,1,215.23
NULL,Zack,Moore,1,109.55
NULL,Kira,Burch,1,117.58
NULL,Konner,Francis,1,247.46
NULL,Audrey,Strong,1,141.03
NULL,Sienna,Li,1,60.02
NULL,Jaylynn,Dickson,1,229.14
NULL,Sterling,Moreno,1,71.17
NULL,Kyan,Porter,1,50.13
NULL,Amina,Avila,1,190.54
NULL,Mathias,Houston,1,113.55
NULL,Marquise,Spence,1,181.55
NULL,Sawyer,Montoya,1,208.28
NULL,Marin,James,1,100.19
NULL,Mikaela,Escobar,1,78.67
NULL,Izayah,Hickman,1,93.44
NULL,Avery,Bennett,1,244.87
NULL,Felix,Vance,1,106.29
NULL,Santino,Coffey,1,178.1
NULL,Mikayla,Mendez,1,176.05
NULL,America,Savage,1,79.38
NULL,Angelique,Long,1,127.82
NULL,Caroline,Wong,1,151.91
NULL,Landin,Beasley,1,143.76
NULL,Steve,Stein,1,90.06
NULL,Landen,Novak,1,181.24
NULL,Hugo,Turner,1,161.83
NULL,Brodie,Maynard,1,232.99
NULL,Kristian,Mcgrath,1,76.04
NULL,Alison,Pope,1,193.69
NULL,Marquise,Ortiz,1,159.84
NULL,Hugh,Garrett,1,53.75
NULL,Reagan,Branch,1,105.11
NULL,Ana,Blankenship,1,51.97
NULL,Roger,Mcmillan,1,85.91
NULL,Deanna,Hanna,1,106.96
NULL,Renee,Mcclure,1,183.52
NULL,Stacy,Chan,1,174.82
NULL,Tristan,Carlson,1,55.17
NULL,Julio,Leonard,1,167.49
NULL,Isabell,Snyder,1,225.62
NULL,Emelia,Hodges,1,85.58
NULL,Braiden,Armstrong,1,136.81
NULL,Santos,Sanford,1,186.01
NULL,Carter,Novak,1,117.58
NULL,Elaine,Cabrera,1,124.42
NULL,Peter,Fitzpatrick,1,205.93
NULL,Kassandra,Pollard,1,166.48
NULL,Bethany,Henry,1,226.7
NULL,Rylee,Miles,1,247.7
NULL,Jakobe,Pham,1,87.6
NULL,Dawson,Camacho,1,146.15
NULL,Haley,Knight,1,80
NULL,Kamryn,Matthews,1,221.03
NULL,Randall,Hicks,1,183.03
NULL,Conor,Combs,1,205.92
NULL,Nehemiah,Medina,1,117.44
NULL,Mercedes,Franco,1,227.65
NULL,Tucker,Alvarado,1,209.74
NULL,Jerry,Long,1,138.77
NULL,Asher,Riggs,1,84.9
NULL,Eleanor,Henry,1,56.48
NULL,Marianna,Duarte,1,63.56
NULL,Taylor,Roberson,1,117.44
NULL,Jesse,Tapia,1,155.35
NULL,Aydan,Alvarado,1,158.55
NULL,Linda,Grant,1,244.19
NULL,Deborah,Burgess,1,194.43
NULL,Abby,Chandler,1,78.81
NULL,Gustavo,Morton,1,151.1
NULL,Angie,Schmitt,1,124.85
NULL,Jovanni,Christian,1,197.2
NULL,Colton,Branch,1,223.48
NULL,Kyler,Sanchez,1,100.07
NULL,Manuel,Cooke,1,149.06
NULL,Rosa,Alexander,1,61.3
NULL,Fernando,Rocha,1,91.02
NULL,Camryn,Beard,1,245.79
NULL,Franklin,Orozco,1,100.33
NULL,Nicholas,Cowan,1,138.18
NULL,Nash,Clarke,1,62.71
NULL,Desiree,Sullivan,1,50.5
NULL,Nola,Forbes,1,186.65
NULL,Rachael,Summers,1,201.97
NULL,Cordell,Doyle,1,164.31
NULL,Danika,York,1,145.21
NULL,Nathalie,Kaiser,1,113.7
NULL,Troy,Mcdonald,1,160.56
NULL,Olivia,Hudson,1,75.22
NULL,Zackary,Gonzalez,1,171.1
NULL,Neil,Morales,1,146.17
NULL,Annabel,Young,1,235.38
NULL,Cole,Espinoza,1,137.64
NULL,Rolando,Mann,1,108.65
NULL,Aspen,Nichols,1,155.95
NULL,Zaiden,Li,1,148.19
NULL,Taylor,Norman,1,174.9
NULL,Ibrahim,Donovan,1,246.11
NULL,Alfonso,Le,1,86.22
NULL,Dahlia,Rowe,1,204.27
NULL,Angelica,Johns,1,215.82
NULL,Miranda,Estrada,1,242.92
NULL,Cloe,Ward,1,144.55
NULL,Elsa,Simon,1,197.82
NULL,Tia,Buck,1,216.14
NULL,Ryland,Townsend,1,57.07
NULL,Reece,Manning,1,166.96
NULL,Sophia,Randolph,1,52.47
NULL,Liliana,Key,1,138.22
NULL,Krista,Pope,1,136.71
NULL,Enzo,Saunders,1,78.07
NULL,Alyvia,Bradley,1,208.53
NULL,Rosa,Robles,1,163.64
NULL,Raul,Little,1,149.17
NULL,Sebastian,Mcneil,1,56.66
NULL,Todd,Kramer,1,113.35
NULL,Bradley,Wiley,1,61.33
NULL,Levi,Brennan,1,84.13
NULL,Dean,Burton,1,207.87
NULL,Stephany,Gaines,1,186.61
NULL,Zackery,Farrell,1,175.17
NULL,Jadiel,Skinner,1,118.39
NULL,Sage,Mcmillan,1,131.26
NULL,Damari,Lin,1,184.55
NULL,Cristal,Baird,1,226.9
NULL,Charlee,Villa,1,116.3
NULL,Jeramiah,Ball,1,170.8
NULL,Ezekiel,Mcbride,1,162.61
NULL,Linda,Solomon,1,235.77
NULL,Maggie,Hutchinson,1,150.69
NULL,Paola,Barrett,1,74.19
NULL,Haven,Bean,1,55.84
NULL,Estrella,Woodard,1,54.9
NULL,Philip,Oneill,1,156.01
NULL,Annabelle,Miles,1,150.99
NULL,Caiden,Benitez,1,56.25
NULL,Morgan,Sampson,1,214.97
NULL,Julianne,Kelly,1,113.22
NULL,Jason,Cook,1,116.09
NULL,Deven,Stone,1,105.77
NULL,Trenton,Blake,1,62.54
NULL,Kimora,Miller,1,184.36
NULL,Ashleigh,Frost,1,125.85
NULL,Tatiana,Mccoy,1,58.43
NULL,Antoine,Shah,1,187.72
NULL,Dominick,Brooks,1,132.02
NULL,Denisse,Fowler,1,198.09
NULL,Jerome,Huber,1,214.92
NULL,Paris,Pierce,1,117.15
NULL,Reagan,Knox,1,105.07
NULL,Allen,Hall,1,220.21
NULL,Esteban,Kemp,1,57.06
NULL,Liana,Sanders,1,111.18
NULL,Jaylyn,Koch,1,107.59
NULL,Bobby,Liu,1,207.19
NULL,Andreas,Mcpherson,1,240.63
NULL,Kaylin,Underwood,1,227.73
NULL,Kaiya,Romero,1,155.15
NULL,Mohammed,Clay,1,198.18
NULL,Lila,Petty,1,142.2
NULL,Silas,Petersen,1,198.62
NULL,America,Shaffer,1,139.76
NULL,Leyla,Carey,1,201.46
NULL,Leila,Rivera,1,125.52
NULL,Bryant,Dorsey,1,113.72
NULL,Lucia,Howard,1,62.95
NULL,Frederick,Mathews,1,171.15
NULL,Edgar,Hensley,1,205.51
NULL,Fatima,Carey,1,55.02
NULL,Paityn,Houston,1,64.03
NULL,Eden,Contreras,1,160.65
NULL,Francis,Ware,1,214.8
NULL,Jamir,Brandt,1,165.93
NULL,Kaitlyn,Stokes,1,92.04
NULL,Savanah,Reeves,1,83.72
NULL,Emery,Roth,1,212.64
NULL,Kayla,Arellano,1,171.19
NULL,Zoe,Pierce,1,183.23
NULL,Tori,White,1,222.49
NULL,Isaias,Oneill,1,221.42
NULL,Orion,Mcguire,1,107.47
NULL,Landon,Robertson,1,217.71
NULL,Laila,Garcia,1,226.51
NULL,Amy,Davila,1,224.39
NULL,Dania,Hudson,1,212.64
NULL,Dean,Kemps,1,50.04
NULL,Angel,Garrett,1,64.88
NULL,Nola,Johnson,1,77.38
NULL,Fernanda,Compton,1,212.99
NULL,Danna,Cortez,1,79.43
NULL,Willie,Morton,1,214.8
NULL,Coleman,Roberson,1,197.09
NULL,Jett,Aguirre,1,197.37
NULL,Victoria,Newman,1,243.64
NULL,Lucia,Boyer,1,175.75
NULL,Allyson,Lowe,1,96.82
NULL,Allisson,Hart,1,143.44
NULL,Guillermo,Hayden,1,142.54
NULL,Conner,Mccarty,1,211.41
NULL,Elisha,Cherry,1,142.79
NULL,Tiana,Salas,1,125.97
NULL,Brenna,Schroeder,1,203.04
NULL,Francis,Hartman,1,98.55
NULL,Yahir,Dunn,1,158.93
NULL,Enrique,Boone,1,200.58
NULL,Regan,Mills,1,103.41
NULL,Braxton,Whitney,1,156.7
NULL,Charlize,Sosa,1,79.55
NULL,Tristan,Haney,1,56.23
NULL,Mara,Long,1,99.65
NULL,Trent,Patterson,1,62.31
NULL,Autumn,Cuevas,1,99.9
NULL,Brodie,Newton,1,141.21
NULL,Porter,Walsh,1,228.7
NULL,Mark,Mills,1,121.04
NULL,Muhammad,Robinson,1,62.65
NULL,Marcelo,Torres,1,248.05
NULL,George,Whitaker,1,146.06
NULL,Geovanni,Day,1,70.87
NULL,Malik,Mckay,1,241.58
NULL,Peyton,Delacruz,1,118.8
NULL,Abbie,Weiss,1,220.73
NULL,Delaney,Lewis,1,65.61
NULL,Chanel,Gaines,1,215.1
NULL,Niko,Armstrong,1,67.57
NULL,Lilah,Mcgrath,1,161.14
NULL,Aarav,Sullivan,1,68.31
NULL,Esperanza,Hampton,1,146
NULL,Ali,Mullen,1,112.03
NULL,Brody,Huffman,1,65.66
NULL,Eliza,Wilkinson,1,58.3
NULL,Karla,Boyle,1,211.64
NULL,Izabella,Guzman,1,154.35
NULL,Carmen,Clayton,1,130.01
NULL,Emilie,Ball,1,225.57
NULL,Delaney,Cordova,1,122.84
NULL,Yosef,Aguilar,1,108.23
NULL,Brandon,Singh,1,172.63
NULL,Eden,Mccoy,1,87.53
NULL,Lisa,Carson,1,63.82
NULL,Susan,Velez,1,223.75
NULL,Jared,Snow,1,221.21
NULL,Valentino,Simmons,1,67.65
NULL,Teresa,Shelton,1,160.42
NULL,Zachery,Hays,1,242.4
NULL,Nathan,Romero,1,242.76
NULL,Lara,Mclaughlin,1,116.49
NULL,Eduardo,Jarvis,1,69.52
NULL,Kaya,Valencia,1,71.13
NULL,Dillon,Berry,1,249.81
NULL,Kimberly,Welch,1,190.56
NULL,Claudia,Whitaker,1,243.66
NULL,Julio,Bennett,1,198.76
NULL,Tanya,Valenzuela,1,174.52
NULL,Cannon,Rojas,1,230.5
NULL,Lance,Patterson,1,185.49
NULL,Mina,Burke,1,233.43
NULL,Ricardo,Ferguson,1,223.75
NULL,Martha,Sampson,1,167.24
NULL,Luke,Simpson,1,50.97
NULL,Rose,Clayton,1,162.57
NULL,Coby,Durham,1,187.75
NULL,Shiloh,Randall,1,234.19
NULL,Mateo,Velez,1,230.64
NULL,Reuben,Huff,1,138.63
NULL,Deacon,Stewart,1,182.95
NULL,Emilie,Hill,1,168.74
NULL,Sarahi,Stout,1,233.94
NULL,Aubree,Richardson,1,57.22
NULL,Nathalia,Mcguire,1,239.61
NULL,Janiya,Fletcher,1,165.87
NULL,Ryland,Hammond,1,192.7
NULL,Ethen,Trevino,1,117.39
NULL,Adolfo,Beasley,1,109.52
NULL,Aiden,Bullock,1,218.48
NULL,Kiera,Camacho,1,155.25
NULL,Nola,Golden,1,170.99
NULL,Romeo,Andrews,1,74.88
NULL,Paloma,Bentley,1,66.28
NULL,Amy,Thomas,1,225.18
NULL,Raelynn,Carson,1,181.24
NULL,Leo,Perry,1,210.2
NULL,Valeria,Deleon,1,181.79
NULL,Gina,Davidson,1,131.74
NULL,Lawson,Hodges,1,89.14
NULL,Scott,Wheeler,1,106.58
NULL,Jonathan,Moreno,1,85.33
NULL,Braydon,Rowe,1,145.12
NULL,Noel,Hartman,1,94.65
NULL,Dawson,Graham,1,140.63
NULL,Regina,Cummings,1,228.77
NULL,Skyler,Liu,1,231.07
NULL,Javon,Klein,1,52.1
NULL,Lorena,Dean,1,244.98
NULL,Isabelle,Wilson,1,198.43
NULL,Ann,Whitaker,1,133.29
NULL,Salvatore,Johnston,1,188.42
NULL,Pamela,Ponce,1,110.15
NULL,Darian,Holt,1,67.95
NULL,Jenna,Holland,1,141.94
NULL,Karter,Graham,1,57.73
NULL,Donna,Lamb,1,82.73
NULL,Avah,Holloway,1,229.23
NULL,Saniyah,Glenn,1,141.09
NULL,Clarissa,Blevins,1,159.3
NULL,Koen,Baker,1,64.49
NULL,Aarav,Drake,1,110.35
NULL,Nathen,Mooney,1,203.42
NULL,Cassie,Williamson,1,121.01
NULL,Benjamin,Fowler,1,99.92
NULL,Marisol,Sparks,1,164.13
NULL,Diamond,Mcknight,1,240.58
NULL,Leia,Horne,1,184.06
NULL,Mylie,Vasquez,1,175.59
NULL,Drake,Middleton,1,241.51
NULL,Allen,Montes,1,132.43
NULL,Kierra,Short,1,105.73
NULL,Gianni,Sandoval,1,59.37
NULL,Rhys,Villegas,1,204.53
NULL,Connor,Peterson,1,248.25
NULL,Terry,Randolph,1,58.71
NULL,Paul,Mayer,1,140.66
NULL,Devon,Vega,1,149.37
NULL,Teresa,Mclaughlin,1,110.58
NULL,Carleigh,Huang,1,185.07
NULL,Deja,Levine,1,168.86
NULL,Christian,White,1,195.37
NULL,Remington,Everett,1,146.16
NULL,Landon,Marks,1,245.1
NULL,Moises,Holloway,1,59.22
NULL,Jakob,Hendrix,1,147.06
NULL,Philip,Hart,1,114.83
NULL,Jaden,Santos,1,149.62
NULL,Jonah,Hoover,1,125.29
NULL,Kylee,Ross,1,132.24
NULL,Natalia,Nichols,1,64.96
NULL,Frances,Olsen,1,180.96
NULL,Leo,Dyer,1,219.67
NULL,Mateo,Hall,1,214.63
NULL,Meadow,Dawson,1,157
NULL,Aliya,Stuart,1,171.8
NULL,Natalya,Blevins,1,246.51
NULL,Dean,Powell,1,94.86
NULL,Finley,Medina,1,164.84
NULL,Anabella,Patton,1,100.67
NULL,Shyla,Burns,1,173.45
NULL,Cornelius,Herrera,1,153.55
NULL,Irene,Tyler,1,238.47
NULL,Erika,Heath,1,128.17
NULL,Kenya,Mueller,1,149.55
NULL,Lance,Davidson,1,233.61
NULL,Alan,Joyce,1,59.75
NULL,Kody,Roberson,1,223.81
NULL,Tommy,Webster,1,84.3
NULL,Enrique,Gamble,1,103.05
NULL,Jacoby,West,1,207.52
NULL,Jamar,Hopkins,1,111.24
NULL,Jane,Wilson,1,137.88
NULL,Gerald,Barton,1,151.67
NULL,Darian,Matthews,1,76.91
NULL,Zachary,Page,1,178.73
NULL,Monique,Cobb,1,207.68
NULL,Rey,Castro,1,166.49
NULL,Haylie,Lamb,1,149.64
NULL,Jerimiah,Valentine,1,205.25
NULL,Valery,Conway,1,148.14
NULL,Enrique,Lopez,1,211.09
NULL,Jaslene,Lyons,1,227.48
NULL,Santiago,Duran,1,217.19
NULL,Ariel,Keller,1,229.42
NULL,Kyleigh,Schroeder,1,64.48
NULL,Mireya,Pineda,1,207.57
NULL,Slade,Luna,1,115.78
NULL,Melvin,Solomon,1,160.49
NULL,Vanessa,Bradshaw,1,74.02
NULL,Sage,Khan,1,249.14
NULL,Brianna,Ray,1,163.82
NULL,Tristin,Charles,1,248.93
NULL,Darryl,Matthews,1,85.84
NULL,Bryce,Soto,1,126
NULL,Shyla,Hawkins,1,110.38
NULL,Franklin,Hayes,1,246.11
NULL,Caiden,Aguirre,1,98.52
NULL,Salvador,Matthews,1,198.01
NULL,Salvatore,Frey,1,142.8
NULL,Charles,Carrillo,1,197
NULL,Carson,Esparza,1,247.27
NULL,Immanuel,Chaney,1,138.8
NULL,Violet,Hamilton,1,187.91
NULL,Broderick,Rhodes,1,218.78
NULL,Rory,Ingram,1,84.48
NULL,Jovanny,Brennan,1,101.89
NULL,Adriana,Robles,1,247.29
NULL,Kyle,Brock,1,72.07
NULL,Rosa,Goodman,1,174.39
NULL,Nathalia,Aguilar,1,56.3
NULL,Rhys,Jackson,1,78.77
NULL,Brenda,Weber,1,243.85
NULL,Amya,Keller,1,93.57
NULL,Macie,Lucas,1,127.19
NULL,Trinity,Ware,1,74.77
NULL,Amani,Castro,1,209.12
NULL,Guadalupe,Bell,1,90.88
NULL,Melody,Joseph,1,66.14
NULL,Lilia,Hudson,1,158.08
NULL,Mylee,James,1,175.04
NULL,Christine,Boyer,1,210.17
NULL,Autumn,Gregory,1,130.46
NULL,Jaslene,Perkins,1,189.49
NULL,Rodney,Garrison,1,105.99
NULL,Kristina,Merritt,1,237.53
NULL,Ronald,Rangel,1,144.54
NULL,Izayah,Oconnor,1,125.12
NULL,Dahlia,Lawson,1,53.79
NULL,Jazlyn,Rush,1,245.72
NULL,Johnny,Mccarthy,1,84.87
NULL,Regan,West,1,226
NULL,Penelope,Contreras,1,50.41
NULL,Kirsten,Marsh,1,154.23
NULL,Israel,Carey,1,197.86
NULL,Slade,Frye,1,207.79
NULL,Keyon,Oconnor,1,180.37
NULL,Skyler,Sharp,1,145.77
NULL,Luz,Good,1,52.23
NULL,Norah,Orr,1,58.94
NULL,Jordon,Lyons,1,168.41
NULL,Damian,Carrillo,1,165.37
NULL,Delaney,Cohen,1,176.55
NULL,Roland,Prince,1,244.69
NULL,Bryant,Bray,1,199.75
NULL,Zoe,Marsh,1,223.99
NULL,Izabelle,Marks,1,129.67
NULL,Johnathan,Merritt,1,197.48
NULL,Jerry,Mooney,1,195.71
NULL,Kaylin,Parks,1,70.59
NULL,Amanda,Fitzpatrick,1,86.36
NULL,Fisher,Andrade,1,231.65
NULL,Larry,Chavez,1,51.95
NULL,Reese,Kaufman,1,185.71
NULL,Miguel,Allison,1,169.36
NULL,Kaiden,Cervantes,1,141.92
NULL,Joslyn,Kline,1,63.07
NULL,Carlie,Joseph,1,105.46
NULL,Maya,Davidson,1,208.68
NULL,Gustavo,Riddle,1,184.1
NULL,Jerry,Galloway,1,60.68
NULL,Randall,Cooper,1,58.35
NULL,Beckett,Lewis,1,222.33
NULL,William,Zuniga,1,140.1
NULL,Madilyn,Lynch,1,159.57
NULL,Elvis,Mcmahon,1,88.78
NULL,Jean,Browning,1,187.49
NULL,Phillip,Charles,1,173.93
NULL,Jacey,Esparza,1,156.52
NULL,Davion,Howe,1,192.85
NULL,Tiara,Chambers,1,107.77
NULL,Aydan,Armstrong,1,185.53
NULL,Kristopher,Yu,1,214.21
NULL,Ramon,Salinas,1,181.12
NULL,Alisa,Mcclain,1,100.62
NULL,Jaden,Clarke,1,240.57
NULL,Giovanni,Mora,1,67.22
NULL,Anton,Calhoun,1,161.49
NULL,Abdullah,Allison,1,50.43
NULL,Kelly,Mcclain,1,122.52
NULL,Karli,Bright,1,96.7
NULL,River,Nolan,1,91.86
NULL,Bennett,Freeman,1,231.29
NULL,Rolando,Cook,1,202.86
NULL,Naomi,Blake,1,119.56
NULL,Santino,Hull,1,96.53
NULL,Misael,Mercer,1,205.76
NULL,Madyson,Vargas,1,70.12
NULL,Julian,Mccann,1,112.79
NULL,Ronnie,Bradley,1,101.79
NULL,Talon,Barrera,1,242.86
NULL,Mathew,Henry,1,146.58
NULL,Valeria,Browning,1,100.91
NULL,Kelvin,Richardson,1,242.16
NULL,Shawn,Snyder,1,174.36
NULL,Kade,French,1,196.77
NULL,Kaeden,Baker,1,57.74
NULL,Miles,Zhang,1,81.4
NULL,Cindy,Beck,1,118.63
NULL,Karsyn,Mcbride,1,125.1
NULL,Todd,Boone,1,133.5
NULL,Kolton,Howard,1,200.65
NULL,Chelsea,Peters,1,182.04
NULL,Luna,Sanders,1,162.15
NULL,Brogan,Mckee,1,215.18
NULL,Henry,Gaines,1,227.86
NULL,Norah,Brandt,1,157.6
NULL,Asher,Roy,1,123.45
NULL,Jolie,Ho,1,231.13
NULL,Mekhi,Black,1,196.71
NULL,Mila,Black,1,52.43
NULL,Hadley,Mccarty,1,166.04
NULL,Mollie,Hess,1,138.38
NULL,Amaya,Carney,1,195.44
NULL,Cora,Mendoza,1,121.76
NULL,Kylan,Short,1,159.78
NULL,Marissa,Strickland,1,181.29
NULL,Jayden,Lewis,1,166.4
NULL,Darien,Palmer,1,225.36
NULL,Jonathon,Bright,1,151.06
NULL,Dax,Santos,1,202.78
NULL,Johanna,Joyce,1,111.14
NULL,Johnathon,Sweeney,1,216.51
NULL,Celia,Best,1,237.94
NULL,Stanley,Huber,1,168.28
NULL,Edwin,Malone,1,122.77
NULL,Caiden,Ramsey,1,70.41
NULL,Makayla,Cole,1,133.65
NULL,Desmond,Frazier,1,194.14
NULL,Nathalia,Fisher,1,72.48
NULL,Jaydon,Farmer,1,81.43
NULL,Rayna,Strickland,1,192.95
NULL,Gisselle,Sullivan,1,119.76
NULL,Trace,Whitney,1,189.17
NULL,Raul,Ortega,1,180.17
NULL,Johnathan,Carlson,1,61.5
NULL,Roman,Alvarado,1,96.05
NULL,Jax,Manning,1,205.07
NULL,Zavier,Wilkerson,1,148.21
NULL,Nikhil,Donovan,1,103.76
NULL,Cesar,Barr,1,246.88
NULL,Giselle,Mendez,1,204.35
NULL,Zion,Mcdaniel,1,146.67
NULL,Theresa,Odonnell,1,148.11
NULL,Mariana,Knight,1,179.62
NULL,Aubrie,Woodard,1,91.29
NULL,Delilah,Reynolds,1,121.15
NULL,Stella,Jarvis,1,213.12
NULL,David,Braun,1,99.86
NULL,Greyson,Jordan,1,168.07
NULL,Jaylynn,Richards,1,95.37
NULL,Desirae,Woodard,1,50.46
NULL,Isaias,Hall,1,217.22
NULL,Darion,Frederick,1,110.43
NULL,Damarion,Boyle,1,100.83
NULL,Chelsea,Christian,1,120.45
NULL,Sierra,Copeland,1,152.87
NULL,Kolten,Ford,1,150.65
NULL,Antonio,Golden,1,151.5
NULL,Juliet,Farrell,1,164.21
NULL,Craig,Murray,1,137.6
NULL,Jakayla,Salas,1,206.92
NULL,Leia,Nash,1,233.21
NULL,Coby,Kirk,1,235.38
NULL,Armani,Gross,1,107.89
NULL,Emma,Nguyen,1,192.99
NULL,Shyanne,Rogers,1,133.48
NULL,Regina,Riley,1,65.25
NULL,Daniel,Flores,1,205.18
NULL,Paloma,Robertson,1,84.37
NULL,Kathryn,Pennington,1,50.74
NULL,Hailie,Mata,1,173.07
NULL,Clarissa,Caldwell,1,181.07
NULL,Dominick,Nguyen,1,237.47
NULL,Kendall,Mercer,1,178.02
NULL,Bryanna,Weaver,1,153.72
NULL,Dwayne,Rojas,1,52.5
NULL,Rigoberto,Salinas,1,142.41
NULL,Adalyn,Mccoy,1,165.84
NULL,Tabitha,Smith,1,248.6
